projet_id,mois,annee,duree_projet_jours,nb_collaborateurs_actuels,charge_moyenne,charge_max,nb_conflits,nb_surcharges,nb_sous_charges,nb_anomalies_total,nb_collaborateurs_concernes,target_besoin_ressources_mois_suivant
10130,3,2026,655,10,90.47,118.55,3,3,1,7,6,9
10019,6,2027,488,22,84.15,106.3,0,0,0,0,0,9
10113,6,2024,309,3,92.43,125.65,0,0,1,1,1,1
10045,2,2025,725,25,101.79,112.93,0,0,1,1,0,30
10087,11,2026,809,12,102.39,134.38,1,1,0,2,1,8
10150,1,2025,534,36,113.2,147.14,0,7,4,11,5,36
10153,3,2025,93,14,107.21,125.8,0,0,3,3,1,8
10051,2,2027,536,47,106.34,112.67,0,1,0,1,1,42
10103,9,2027,561,1,94.17,106.2,0,0,1,1,1,1
10075,8,2024,735,5,87.26,125.29,3,2,1,6,4,8
10063,8,2026,605,10,75.03,84.97,0,0,0,0,0,7
10014,7,2025,128,15,83.45,101.56,0,0,0,0,0,16
10002,10,2025,847,6,76.36,86.8,0,0,0,0,0,8
10078,7,2027,555,40,108.0,132.9,2,4,1,7,4,47
10058,1,2027,304,128,87.87,118.9,2,0,0,2,1,72
10016,4,2026,101,337,91.02,115.37,6,3,0,9,7,231
10044,2,2027,187,12,79.85,117.56,2,0,0,2,1,20
10044,6,2026,187,18,95.46,133.53,2,0,0,2,1,17
10091,6,2024,140,17,96.26,120.32,2,1,0,3,2,11
10026,12,2025,115,6,84.49,90.83,2,0,3,5,3,7
10011,12,2024,866,34,91.04,134.01,2,2,0,4,4,37
10159,6,2026,165,113,87.11,91.32,0,3,2,5,4,93
10166,2,2024,134,5,66.88,96.26,0,0,0,0,0,5
10131,11,2024,446,6,105.84,114.1,0,0,0,0,0,3
10100,5,2025,850,12,118.14,144.08,1,2,1,4,3,12
10114,2,2025,649,10,113.05,160.53,2,3,0,5,3,8
10111,6,2024,146,7,108.33,143.47,2,6,0,8,7,5
10007,2,2026,303,73,85.06,122.23,1,1,0,2,1,59
10125,12,2024,862,19,109.49,135.22,1,4,3,8,5,24
10023,8,2024,159,32,102.66,118.37,2,3,0,5,4,45
10066,10,2025,132,99,65.89,103.83,1,0,10,11,5,91
10048,8,2027,655,74,70.98,79.13,0,4,1,5,4,74
10147,7,2025,471,19,106.94,142.07,2,5,0,7,6,24
10084,7,2026,607,12,68.52,85.89,0,1,0,1,0,13
10103,11,2024,561,1,96.02,145.63,0,1,0,1,1,2
10002,6,2026,847,6,96.8,122.54,1,0,0,1,1,5
10053,12,2024,224,19,72.92,77.17,2,0,0,2,1,17
10080,11,2025,639,344,87.91,110.25,11,0,0,11,9,140
10114,4,2026,649,9,71.85,83.28,0,2,1,3,3,7
10059,1,2026,918,32,92.86,106.17,0,0,0,0,0,31
10029,4,2027,904,33,70.84,90.83,0,0,0,0,0,36
10074,5,2027,717,15,90.77,116.16,0,1,0,1,1,16
10115,11,2024,399,34,112.82,134.75,3,3,0,6,4,16
10168,9,2026,102,224,91.14,100.65,1,1,2,4,3,223
10147,7,2024,471,17,66.56,96.29,0,1,4,5,2,27
10061,7,2026,854,105,98.27,122.63,1,1,0,2,1,82
10054,11,2024,871,145,105.92,126.56,3,9,0,12,10,127
10152,1,2026,639,7,114.89,132.25,2,2,2,6,5,2
10107,10,2025,885,18,109.98,119.12,1,7,0,8,6,20
10112,8,2025,434,15,89.94,119.71,2,0,2,4,4,22
10115,2,2027,399,45,113.61,142.58,5,8,0,13,10,43
10060,5,2026,192,14,85.64,125.89,1,2,0,3,2,17
10087,6,2026,809,12,95.63,126.5,0,4,0,4,3,4
10077,6,2026,219,380,100.06,121.58,4,19,0,23,19,288
10037,6,2025,273,7,86.05,100.58,0,0,4,4,2,7
10072,8,2026,859,80,81.07,104.55,1,0,1,2,1,67
10160,2,2027,592,31,102.03,152.95,2,2,0,4,2,48
10003,4,2027,290,161,89.55,113.58,0,1,0,1,1,119
10086,7,2025,139,13,88.62,121.93,2,0,1,3,2,16
10063,1,2026,605,9,84.84,98.66,1,0,3,4,4,5
10105,5,2026,301,11,97.71,134.55,2,0,2,4,3,12
10082,3,2027,860,86,72.52,109.77,0,2,2,4,3,100
10010,10,2024,809,7,96.63,124.62,3,0,0,3,1,7
10086,1,2028,139,7,90.83,137.48,0,0,2,2,1,10
10066,8,2024,132,67,108.02,134.89,1,6,1,8,5,116
10150,8,2026,534,24,81.71,94.98,0,2,0,2,1,34
10061,4,2026,854,115,45.55,58.6,0,0,66,66,54,152
10066,12,2025,132,80,87.88,118.56,0,6,0,6,4,61
10024,4,2025,549,276,95.35,108.63,2,1,4,7,4,228
10008,6,2025,140,47,90.87,122.84,3,4,2,9,7,46
10041,5,2025,327,9,101.55,127.91,0,3,0,3,1,13
10093,8,2026,510,14,102.5,127.74,1,0,1,2,1,16
10017,2,2026,559,152,93.41,137.74,6,1,1,8,6,196
10149,12,2025,722,40,100.78,116.38,0,2,2,4,3,36
10166,7,2026,134,3,74.61,108.27,0,0,0,0,0,1
10078,2,2027,555,40,94.15,137.28,3,0,1,4,2,50
10050,3,2024,750,159,70.65,78.16,0,0,13,13,7,123
10047,12,2025,278,6,72.85,88.16,0,0,0,0,0,7
10150,2,2026,534,44,92.09,128.54,0,0,2,2,1,48
10116,6,2025,631,16,89.11,124.53,0,1,1,2,1,11
10062,9,2025,286,3,67.39,77.12,0,0,3,3,2,2
10119,5,2024,887,10,64.93,75.62,1,3,3,7,4,9
10050,10,2025,750,171,132.87,166.17,19,89,0,108,48,219
10090,5,2027,422,13,87.23,107.17,0,3,1,4,3,12
10015,2,2025,454,20,69.9,91.84,1,3,2,6,3,17
10053,11,2025,224,21,84.82,93.08,2,3,0,5,3,14
10110,5,2025,675,12,133.86,166.19,1,9,2,12,7,12
10028,4,2026,164,3,87.39,97.19,0,0,1,1,1,3
10168,7,2026,102,303,92.63,105.92,3,0,0,3,2,225
10044,3,2026,187,17,107.72,153.27,2,2,1,5,3,22
10122,11,2026,593,8,87.85,126.81,0,2,0,2,2,17
10087,8,2024,809,4,85.19,110.83,1,2,0,3,1,3
10109,11,2025,200,21,87.31,114.35,2,0,1,3,2,13
10014,11,2024,128,9,92.02,107.56,0,0,1,1,1,9
10033,3,2026,95,9,80.73,110.45,0,0,3,3,1,7
10023,10,2024,159,43,95.52,102.6,2,0,7,9,6,20
10037,4,2025,273,7,85.16,98.33,0,0,2,2,1,11
10136,6,2025,854,129,98.1,132.21,6,5,0,11,5,153
10137,9,2025,630,130,128.07,172.82,8,31,2,41,37,170
10124,10,2026,177,7,87.9,124.56,0,0,1,1,1,6
10059,6,2025,918,28,94.78,108.84,0,0,1,1,1,22
10151,5,2024,99,123,90.73,104.38,0,0,0,0,0,164
10043,11,2025,187,10,74.02,78.04,0,3,2,5,3,6
10138,5,2025,592,25,107.57,131.3,0,5,0,5,4,23
10052,9,2025,319,11,107.28,133.05,2,1,0,3,2,7
10003,10,2025,290,97,73.46,98.52,0,2,0,2,1,129
10042,4,2026,626,15,96.52,107.28,0,0,0,0,0,11
10041,9,2024,327,8,107.36,140.25,0,0,0,0,0,14
10058,7,2025,304,201,102.0,109.86,2,26,1,29,22,116
10046,1,2025,221,18,109.89,131.78,0,1,0,1,1,15
10097,10,2025,544,5,113.58,132.53,2,2,0,4,2,8
10106,3,2026,697,7,90.99,117.42,0,0,1,1,1,5
10086,9,2027,139,10,78.7,87.9,0,0,0,0,0,8
10021,12,2025,164,326,82.34,96.55,0,0,2,2,1,380
10078,2,2025,555,36,92.34,117.11,3,0,0,3,2,24
10094,2,2027,257,6,97.24,135.76,0,0,1,1,1,6
10046,7,2025,221,23,90.11,131.27,2,2,0,4,2,22
10105,12,2026,301,8,96.49,125.39,0,0,0,0,0,10
10079,6,2024,706,6,57.08,84.58,1,6,4,11,6,3
10128,9,2024,746,356,84.86,107.78,0,0,0,0,0,110
10029,5,2025,904,31,57.91,81.89,0,0,11,11,7,35
10169,10,2025,425,24,84.72,108.6,1,0,0,1,1,28
10159,12,2025,165,110,69.09,96.77,1,0,13,14,6,99
10018,5,2025,175,226,83.52,96.4,0,1,1,2,1,191
10081,4,2026,768,2,109.55,145.92,0,1,0,1,1,3
10121,1,2025,305,380,101.05,139.72,24,11,3,38,31,380
10112,1,2025,434,15,97.75,142.1,0,2,0,2,1,10
10093,7,2026,510,12,96.41,115.47,0,4,0,4,4,20
10022,11,2026,626,15,115.73,132.93,0,2,0,2,1,11
10094,1,2024,257,11,93.86,131.87,0,2,0,2,2,13
10134,9,2026,124,1,103.45,147.75,0,1,1,2,1,1
10024,7,2025,549,323,85.45,96.07,0,1,0,1,1,329
10001,7,2026,682,6,86.63,125.25,0,0,2,2,1,7
10152,1,2027,639,6,108.07,125.47,0,1,1,2,1,6
10009,1,2027,655,121,54.36,77.36,1,0,24,25,19,96
10063,12,2025,605,7,67.08,104.32,0,0,0,0,0,8
10094,1,2025,257,14,86.47,104.4,1,0,0,1,0,11
10063,4,2025,605,4,109.59,122.58,0,0,0,0,0,7
10057,8,2024,274,24,70.69,96.03,0,0,8,8,7,36
10024,12,2024,549,170,78.97,116.94,2,0,0,2,2,143
10117,5,2027,484,16,108.96,134.41,1,2,0,3,1,10
10002,7,2025,847,5,90.3,108.18,2,1,3,6,4,4
10052,8,2025,319,9,91.97,106.68,3,0,0,3,2,11
10018,8,2024,175,154,84.43,102.19,0,0,3,3,2,153
10055,5,2025,145,23,82.86,103.02,0,2,0,2,2,15
10112,9,2025,434,17,110.91,134.06,2,0,2,4,3,13
10163,4,2027,782,5,91.51,100.42,1,3,0,4,4,8
10165,9,2024,864,50,79.92,113.1,0,0,0,0,0,45
10064,10,2024,340,6,64.27,71.96,1,2,2,5,4,6
10042,11,2025,626,13,85.59,121.1,0,0,0,0,0,8
10079,5,2024,706,7,89.97,107.34,1,7,1,9,6,4
10009,11,2027,655,94,68.24,97.28,0,0,6,6,3,83
10084,7,2024,607,9,43.54,65.15,0,0,7,7,3,6
10066,1,2026,132,77,87.72,126.88,10,2,0,12,8,74
10100,2,2026,850,8,80.83,109.15,1,0,0,1,1,8
10027,11,2024,268,5,96.65,110.28,0,1,0,1,0,7
10093,6,2024,510,11,77.06,83.99,0,0,1,1,1,6
10149,2,2024,722,55,83.81,103.19,1,0,0,1,1,37
10085,6,2026,297,4,109.61,162.96,4,0,1,5,3,6
10086,11,2026,139,13,119.0,144.73,0,7,0,7,5,21
10049,12,2024,145,334,56.2,80.11,0,3,40,43,32,261
10069,7,2025,570,89,89.05,112.55,2,0,0,2,1,86
10135,1,2025,245,2,120.18,163.74,0,0,0,0,0,3
10045,9,2025,725,34,82.04,110.79,0,0,0,0,0,31
10063,9,2025,605,8,89.28,112.91,0,0,3,3,1,7
10149,12,2026,722,20,62.43,86.44,0,1,5,6,3,9
10003,5,2026,290,136,104.82,121.29,4,10,0,14,11,148
10048,7,2025,655,87,83.1,108.41,2,4,0,6,3,63
10129,8,2024,339,5,125.9,174.7,0,2,1,3,3,4
10044,2,2026,187,16,99.84,130.62,0,0,0,0,0,12
10023,4,2026,159,41,103.19,122.02,2,4,0,6,4,61
10130,8,2024,655,7,74.62,110.2,0,0,0,0,0,12
10148,4,2024,491,30,84.39,106.53,0,1,2,3,2,18
10147,5,2026,471,26,70.72,85.72,2,0,0,2,1,20
10081,6,2026,768,1,105.54,123.93,1,0,1,2,1,1
10048,1,2026,655,90,72.33,76.96,0,1,7,8,4,63
10077,2,2026,219,341,95.14,129.3,5,1,0,6,4,380
10129,1,2025,339,6,126.93,145.53,3,2,2,7,4,9
10097,9,2025,544,4,79.24,114.47,0,2,3,5,4,6
10106,2,2025,697,5,108.61,155.56,0,2,1,3,2,6
10058,11,2024,304,177,91.08,128.25,4,0,1,5,2,172
10015,4,2024,454,13,94.18,129.27,1,4,0,5,4,9
10047,1,2026,278,3,139.13,186.35,2,0,0,2,2,4
10094,1,2027,257,5,95.65,138.8,3,0,0,3,2,10
10018,5,2024,175,124,72.44,95.68,0,0,4,4,3,125
10143,4,2026,727,39,88.7,121.31,0,0,3,3,2,19
10007,9,2025,303,46,92.02,125.7,0,8,1,9,5,32
10154,1,2026,199,155,108.76,151.05,7,17,0,24,12,72
10161,10,2025,614,9,74.32,101.12,2,0,3,5,3,2
10022,1,2026,626,14,126.73,179.45,3,7,0,10,6,10
10058,11,2025,304,263,83.3,123.42,6,0,0,6,4,158
10090,11,2024,422,7,125.66,162.85,1,3,0,4,3,9
10027,5,2027,268,4,84.28,100.9,0,0,0,0,0,1
10063,2,2026,605,7,93.99,111.2,0,1,0,1,1,9
10098,12,2027,238,103,78.98,104.34,0,0,3,3,2,75
10128,6,2024,746,291,116.23,141.53,1,70,0,71,65,303
10021,12,2024,164,327,91.81,123.62,13,2,0,15,8,295
10063,10,2025,605,8,91.26,108.46,0,1,1,2,2,11
10110,12,2024,675,12,95.81,128.91,1,2,0,3,2,19
10033,7,2024,95,11,70.82,111.11,0,0,1,1,1,10
10163,2,2026,782,8,81.38,108.29,3,4,0,7,6,10
10072,7,2025,859,86,116.85,154.56,3,34,2,39,18,1
10070,5,2025,469,8,100.76,142.4,1,0,0,1,1,12
10140,9,2024,672,77,64.92,93.31,0,3,9,12,10,83
10048,12,2026,655,99,97.37,128.29,3,1,3,7,5,108
10104,9,2025,249,21,100.91,124.24,1,6,0,7,5,20
10001,11,2025,682,4,116.7,151.18,0,2,2,4,3,2
10015,6,2027,454,15,83.16,115.4,1,0,0,1,0,18
10147,7,2027,471,13,123.39,133.37,0,7,2,9,6,14
10078,9,2024,555,47,82.84,90.43,2,0,0,2,1,68
10097,6,2025,544,5,87.59,114.62,2,5,1,8,5,5
10098,5,2027,238,138,68.77,104.3,0,3,9,12,8,168
10019,7,2025,488,15,100.84,137.32,1,0,0,1,1,15
10135,2,2025,245,1,158.0,190.0,0,1,0,1,0,4
10111,6,2025,146,7,111.56,127.3,0,0,0,0,0,10
10135,3,2025,245,2,112.43,164.12,0,0,0,0,0,2
10074,3,2025,717,27,76.72,118.87,0,1,0,1,1,20
10039,4,2025,691,66,89.53,100.8,0,4,0,4,2,97
10074,1,2026,717,34,93.09,102.41,0,0,1,1,1,57
10070,10,2024,469,9,78.83,102.24,0,4,0,4,3,14
10068,9,2025,851,64,107.71,138.69,2,10,0,12,9,80
10102,5,2026,654,3,100.5,112.83,0,0,0,0,0,1
10006,7,2025,455,43,90.08,110.09,0,1,0,1,1,38
10142,5,2025,918,3,95.52,113.5,1,0,0,1,1,3
10118,9,2025,692,23,104.18,129.43,1,0,1,2,1,23
10044,11,2025,187,17,78.51,84.88,0,2,0,2,2,23
10003,12,2026,290,133,73.07,100.8,0,3,7,10,4,158
10093,7,2025,510,14,78.93,111.84,0,0,0,0,0,10
10149,9,2026,722,23,100.78,119.29,0,3,0,3,3,32
10152,9,2024,639,6,104.46,124.56,1,2,1,4,2,6
10059,9,2025,918,33,80.49,87.61,0,2,0,2,1,21
10045,1,2027,725,22,107.12,136.62,0,4,1,5,3,23
10155,4,2024,426,77,91.5,130.55,1,1,1,3,2,68
10091,2,2024,140,13,94.86,129.72,1,1,0,2,1,20
10002,8,2026,847,4,68.87,104.23,0,1,4,5,3,6
10027,2,2026,268,4,115.38,146.03,0,0,0,0,0,8
10116,7,2024,631,15,68.0,94.7,0,0,0,0,0,15
10098,10,2024,238,67,80.59,115.43,1,2,2,5,4,59
10029,9,2026,904,46,75.28,91.84,0,1,2,3,2,38
10100,2,2025,850,9,125.25,149.11,0,4,1,5,4,13
10007,11,2026,303,50,90.6,129.29,3,0,0,3,2,38
10132,2,2027,662,38,78.74,87.88,0,0,0,0,0,37
10134,5,2026,124,3,81.4,89.03,0,1,0,1,1,3
10065,12,2025,518,227,104.67,117.4,6,13,0,19,14,232
10114,5,2024,649,9,81.54,121.39,0,5,0,5,4,9
10067,6,2026,683,79,126.39,156.17,6,39,5,50,38,59
10157,11,2024,786,2,88.65,103.97,0,1,2,3,2,6
10154,6,2026,199,86,78.57,100.64,1,0,0,1,1,111
10111,1,2026,146,10,68.78,73.49,0,0,1,1,1,10
10045,9,2027,725,9,101.58,149.79,1,0,0,1,0,15
10149,7,2025,722,40,98.18,140.05,1,1,1,3,1,44
10137,1,2025,630,140,130.19,164.6,3,51,0,54,31,182
10134,7,2025,124,1,144.62,184.25,0,1,1,2,1,5
10022,2,2027,626,15,99.29,106.01,0,3,0,3,2,20
10019,11,2025,488,24,82.87,94.62,1,2,1,4,3,20
10113,7,2026,309,3,67.89,84.39,0,0,0,0,0,2
10033,8,2024,95,11,91.48,113.18,0,0,1,1,1,7
10141,6,2024,910,12,84.68,112.1,0,0,2,2,1,7
10116,5,2025,631,19,76.55,100.21,1,4,2,7,4,21
10128,5,2025,746,163,96.82,110.41,2,5,0,7,6,178
10104,7,2024,249,28,92.25,102.41,1,0,0,1,1,19
10045,8,2026,725,21,105.96,138.23,2,4,0,6,4,40
10130,12,2025,655,12,85.29,120.27,1,0,0,1,1,10
10103,10,2026,561,2,70.44,74.52,0,0,0,0,0,1
10160,5,2025,592,40,102.33,147.36,1,2,2,5,3,60
10048,4,2025,655,74,93.48,103.58,0,2,2,4,3,50
10074,6,2026,717,29,102.12,110.89,0,3,0,3,1,23
10145,5,2024,863,8,80.98,104.96,0,0,0,0,0,13
10041,4,2024,327,8,78.65,100.4,2,0,2,4,3,9
10107,11,2026,885,28,57.86,71.96,0,0,11,11,10,17
10027,5,2024,268,5,67.07,92.49,2,0,0,2,1,9
10138,9,2024,592,18,78.4,104.72,0,0,0,0,0,24
10080,3,2027,639,118,73.64,94.31,0,0,8,8,4,202
10049,10,2025,145,380,86.2,108.94,3,4,39,46,30,380
10159,4,2027,165,46,95.57,117.32,0,4,0,4,3,73
10082,8,2024,860,52,94.5,113.21,2,0,2,4,2,63
10135,2,2024,245,6,57.59,63.35,0,0,0,0,0,9
10082,11,2026,860,103,82.28,120.0,5,0,0,5,3,69
10159,5,2024,165,107,70.78,98.74,2,0,7,9,4,111
10122,2,2025,593,5,112.85,148.57,1,2,0,3,3,8
10148,6,2025,491,60,93.36,125.99,1,2,0,3,1,43
10152,3,2026,639,6,100.08,141.97,0,3,0,3,2,11
10136,7,2024,854,51,88.01,103.27,7,2,0,9,5,91
10059,6,2024,918,20,77.77,114.3,0,0,0,0,0,18
10012,7,2025,423,8,96.39,128.26,1,0,0,1,1,12
10012,5,2026,423,7,82.36,120.48,1,0,2,3,2,3
10025,5,2024,621,29,93.37,104.03,3,0,1,4,2,53
10123,12,2026,194,5,63.7,85.44,0,1,0,1,1,2
10050,4,2024,750,126,69.43,104.95,1,0,6,7,5,130
10068,6,2026,851,104,75.57,83.85,0,4,0,4,2,116
10132,1,2025,662,24,132.77,159.17,0,8,0,8,6,21
10083,2,2026,131,67,86.87,123.78,0,0,0,0,0,64
10000,11,2025,605,31,99.12,115.31,1,0,2,3,2,25
10081,7,2024,768,2,108.13,160.72,0,2,0,2,2,4
10083,1,2025,131,76,86.12,99.11,2,1,0,3,1,60
10135,8,2025,245,2,96.28,104.37,0,2,0,2,1,7
10118,2,2026,692,22,78.02,111.48,0,3,0,3,1,26
10145,8,2024,863,8,83.16,113.72,0,2,2,4,2,11
10086,12,2026,139,11,121.69,166.44,2,5,2,9,4,18
10083,10,2025,131,75,89.89,117.82,0,0,0,0,0,119
10094,2,2026,257,15,81.35,111.2,0,0,2,2,1,8
10116,1,2027,631,17,80.68,114.32,3,0,2,5,4,17
10012,10,2026,423,7,87.4,122.51,1,2,0,3,1,5
10056,8,2026,414,76,87.28,103.21,0,1,0,1,0,127
10166,1,2026,134,8,75.45,112.73,0,0,0,0,0,8
10123,1,2027,194,4,99.73,118.46,1,0,0,1,1,6
10102,2,2025,654,6,96.85,128.93,0,3,0,3,3,7
10147,12,2025,471,21,76.85,102.28,0,3,2,5,4,28
10110,7,2025,675,10,95.71,109.43,0,1,0,1,1,18
10019,10,2025,488,21,109.22,135.81,0,5,0,5,3,28
10041,8,2024,327,9,92.95,103.11,0,0,1,1,1,8
10042,10,2026,626,16,107.96,118.57,0,2,2,4,2,19
10012,8,2026,423,8,75.22,112.81,1,1,1,3,2,7
10147,3,2027,471,11,90.19,117.47,2,2,0,4,3,10
10147,7,2026,471,22,82.44,105.57,2,6,1,9,7,8
10055,9,2027,145,5,112.06,131.14,2,2,0,4,2,10
10034,5,2026,383,18,74.42,98.13,2,0,0,2,1,13
10149,4,2027,722,20,90.64,107.54,0,0,0,0,0,21
10017,5,2026,559,165,93.05,126.74,2,1,0,3,2,124
10092,6,2024,321,16,133.52,154.98,4,12,0,16,7,23
10157,11,2027,786,2,101.49,111.6,0,0,0,0,0,1
10155,6,2026,426,64,96.13,142.97,1,0,0,1,0,74
10080,1,2026,639,250,67.13,93.37,1,25,16,42,30,181
10039,12,2026,691,81,80.24,96.16,0,0,0,0,0,100
10075,10,2025,735,6,92.11,126.28,0,1,3,4,3,13
10076,7,2025,327,40,104.84,113.8,0,6,0,6,3,35
10169,8,2027,425,12,67.29,106.78,0,0,1,1,0,11
10095,10,2026,270,12,88.93,119.3,1,1,0,2,1,15
10107,9,2025,885,16,120.4,139.24,0,4,1,5,3,23
10077,3,2025,219,293,78.77,91.24,1,2,0,3,3,165
10139,5,2026,498,108,104.17,110.62,1,5,4,10,7,149
10048,11,2026,655,93,92.92,102.59,0,0,0,0,0,86
10090,10,2027,422,9,85.93,104.73,0,0,3,3,2,4
10013,4,2025,838,13,93.37,113.86,0,0,1,1,1,10
10036,5,2025,355,6,101.99,121.06,1,0,0,1,0,7
10164,8,2026,498,57,91.41,113.44,1,0,0,1,1,65
10037,12,2025,273,7,76.88,85.7,0,4,1,5,4,1
10048,8,2024,655,54,65.22,78.1,0,0,7,7,5,65
10041,11,2025,327,9,91.74,118.82,1,0,4,5,3,4
10055,6,2027,145,10,90.39,106.84,0,0,1,1,1,13
10094,11,2024,257,17,72.96,98.39,0,2,1,3,2,12
10074,7,2027,717,13,82.71,102.19,0,0,3,3,3,20
10135,1,2026,245,3,80.9,102.84,2,3,1,6,3,1
10148,11,2026,491,44,89.92,97.15,0,0,0,0,0,41
10003,6,2024,290,63,98.01,128.27,3,3,3,9,8,45
10112,1,2026,434,12,93.36,127.46,0,1,0,1,1,18
10159,1,2026,165,117,97.72,116.21,0,5,0,5,3,112
10078,3,2025,555,39,124.02,167.13,1,17,0,18,15,51
10087,7,2026,809,11,60.88,78.27,2,2,0,4,2,16
10141,3,2027,910,17,116.15,149.24,5,7,1,13,8,19
10018,9,2024,175,192,74.46,100.02,1,3,5,9,5,371
10081,6,2025,768,3,107.49,118.02,0,0,0,0,0,4
10048,12,2025,655,90,83.44,115.28,0,1,0,1,0,123
10010,12,2024,809,10,75.32,84.71,2,0,1,3,2,5
10091,2,2026,140,19,67.48,101.37,1,0,3,4,2,17
10019,3,2027,488,21,79.9,115.75,0,0,0,0,0,28
10042,1,2026,626,15,59.78,87.24,0,0,3,3,2,15
10004,7,2027,564,32,83.05,105.58,0,0,0,0,0,29
10013,10,2024,838,9,79.41,96.73,0,1,0,1,1,8
10073,9,2024,689,8,80.55,101.65,0,1,0,1,1,9
10086,10,2026,139,17,108.15,153.1,2,1,0,3,1,7
10075,11,2024,735,4,90.14,132.3,0,0,0,0,0,3
10013,2,2026,838,15,84.57,94.05,2,1,0,3,2,22
10048,1,2025,655,79,106.27,126.44,3,7,0,10,7,88
10126,5,2026,565,2,111.35,133.15,0,0,0,0,0,5
10081,4,2024,768,3,85.54,118.48,2,2,3,7,3,4
10134,4,2024,124,2,54.56,92.52,2,0,1,3,2,1
10164,11,2024,498,26,102.0,130.29,1,0,3,4,3,22
10022,5,2027,626,13,88.15,133.65,0,4,2,6,5,8
10033,6,2025,95,9,99.96,132.91,1,1,1,3,2,10
10083,7,2026,131,76,54.99,92.82,1,0,13,14,6,36
10083,7,2025,131,71,88.88,107.47,0,0,0,0,0,57
10125,10,2026,862,18,99.02,112.3,0,1,0,1,1,24
10043,1,2025,187,9,101.33,132.64,0,0,2,2,1,11
10084,10,2026,607,12,72.92,112.32,0,2,1,3,1,12
10071,2,2025,540,31,77.01,87.85,0,0,0,0,0,10
10057,8,2026,274,28,77.72,117.29,0,0,0,0,0,43
10052,11,2024,319,8,86.88,131.99,1,1,0,2,2,8
10169,6,2024,425,26,87.55,126.48,2,0,3,5,4,22
10064,6,2024,340,6,67.18,71.25,1,0,0,1,1,7
10125,2,2026,862,18,99.02,109.25,0,0,0,0,0,26
10125,11,2026,862,19,96.11,117.04,1,1,0,2,1,28
10027,10,2026,268,5,102.96,142.62,0,2,2,4,2,4
10084,1,2026,607,15,118.02,128.17,1,6,0,7,4,10
10038,12,2025,221,8,112.03,140.42,0,2,1,3,3,9
10147,6,2027,471,13,92.1,117.13,0,0,0,0,0,12
10067,1,2027,683,42,119.55,175.09,1,17,0,18,15,56
10094,1,2026,257,15,103.1,116.94,1,0,2,3,2,20
10019,10,2024,488,14,66.35,74.79,2,0,2,4,4,8
10158,6,2027,277,15,67.82,92.26,0,3,2,5,3,13
10015,11,2026,454,25,89.2,125.9,2,1,4,7,6,19
10012,2,2025,423,9,89.12,105.86,0,1,2,3,2,11
10116,2,2025,631,14,80.68,92.21,0,0,0,0,0,22
10045,1,2028,725,12,90.04,130.09,0,2,2,4,3,15
10160,12,2024,592,40,85.72,116.62,0,3,0,3,1,33
10152,9,2026,639,5,105.08,130.99,2,0,0,2,2,6
10056,9,2024,414,49,103.22,119.46,0,2,1,3,2,34
10070,2,2025,469,6,115.73,144.23,1,2,0,3,3,4
10077,7,2025,219,336,73.71,82.45,0,2,5,7,4,279
10123,11,2024,194,10,102.89,121.56,1,0,0,1,1,5
10038,11,2025,221,10,89.81,100.79,2,2,2,6,4,2
10042,10,2024,626,7,92.92,125.26,0,0,1,1,1,6
10078,2,2026,555,52,107.81,130.94,0,5,3,8,4,38
10163,11,2025,782,8,87.76,120.98,0,4,2,6,5,7
10001,9,2026,682,4,95.01,120.38,2,0,0,2,1,2
10044,9,2026,187,21,87.3,96.24,3,0,0,3,2,16
10169,2,2025,425,26,94.53,114.06,0,1,3,4,3,37
10168,5,2025,102,205,103.16,117.16,4,11,1,16,11,300
10067,9,2026,683,58,104.9,122.83,0,2,0,2,1,67
10152,2,2025,639,7,102.65,148.54,3,0,0,3,1,6
10126,9,2025,565,3,95.9,121.75,0,0,0,0,0,4
10015,12,2024,454,21,87.78,110.22,2,0,0,2,2,29
10002,4,2027,847,1,157.56,190.0,1,0,0,1,1,2
10028,5,2025,164,5,92.06,127.11,0,0,4,4,3,1
10154,12,2025,199,143,86.26,107.15,0,2,0,2,1,122
10084,2,2025,607,12,68.77,89.87,0,0,3,3,2,13
10164,2,2026,498,47,97.36,139.52,2,0,0,2,1,57
10103,4,2027,561,2,88.75,110.83,1,0,0,1,1,1
10020,9,2025,119,88,84.93,124.74,1,6,0,7,4,102
10089,11,2024,840,7,114.29,126.73,0,1,0,1,1,10
10113,9,2024,309,2,97.65,120.28,0,0,0,0,0,1
10038,9,2024,221,6,75.18,91.37,3,1,0,4,4,9
10051,3,2026,536,53,107.91,126.14,1,7,0,8,6,46
10034,3,2025,383,23,102.62,118.16,0,0,3,3,3,31
10154,3,2025,199,150,76.96,103.37,0,3,2,5,3,142
10088,5,2025,535,4,91.59,99.0,1,0,0,1,0,6
10078,9,2026,555,61,111.62,144.5,4,11,0,15,9,43
10003,4,2025,290,100,95.41,112.35,0,1,0,1,0,77
10126,8,2027,565,1,109.62,128.6,0,0,1,1,1,1
10026,3,2026,115,5,99.98,123.71,1,0,0,1,1,2
10072,9,2025,859,81,104.82,127.21,1,8,1,10,5,88
10031,5,2025,881,102,85.43,118.86,6,0,0,6,4,61
10095,3,2026,270,16,78.99,105.06,0,0,0,0,0,20
10088,9,2025,535,3,82.52,101.29,0,0,0,0,0,2
